"Player"	"time"
"1"	"Federer"	14.8630259394558
"2"	"Federer"	13.8812804222107
"3"	"Federer"	22.4304504275351
"4"	"Federer"	14.6228286981641
"5"	"Federer"	30.5665017127976
"6"	"Federer"	16.3012602240997
"7"	"Federer"	11.2269227475335
"8"	"Federer"	17.7024929404215
"9"	"Federer"	13.9280924916384
"10"	"Federer"	16.3802417397528
"11"	"Federer"	19.3376506171044
"12"	"Federer"	23.8473081350385
"13"	"Federer"	17.0836112499237
"14"	"Federer"	12.7072916150064
"15"	"Federer"	15.2315984249144
"16"	"Federer"	16.1139019316179
"17"	"Federer"	15.8891658663779
"18"	"Federer"	19.0874509157147
"19"	"Federer"	15.6338893420616
"20"	"Federer"	20.711645424366
"21"	"Federer"	15.9467893242836
"22"	"Federer"	13.0256393551826
"23"	"Federer"	15.0059862256021
"24"	"Federer"	13.9722892522841
"25"	"Federer"	15.873121725228
"26"	"Federer"	14.4242269893002
"27"	"Federer"	13.6280961632729
"28"	"Federer"	15.9792226565114
"29"	"Federer"	13.4281486541295
"30"	"Federer"	14.2510659456311
"31"	"Federer"	15.6470510244399
"32"	"Federer"	16.4552581548705
"33"	"Federer"	15.8595404451207
"34"	"Federer"	17.7948175612037
"35"	"Federer"	14.2987872600497
"36"	"Federer"	12.5466969208937
"37"	"Federer"	19.4382744045288
"38"	"Federer"	17.271818375586
"39"	"Federer"	13.3990855574666
"40"	"Federer"	16.5404715819241
"41"	"Federer"	18.3560824394226
"42"	"Federer"	15.2091272234975
"43"	"Federer"	19.6268484592438
"44"	"Federer"	30.7939577817888
"45"	"Federer"	11.4777584433541
"46"	"Federer"	22.7406907439145
"47"	"Federer"	8.92891638031142
"48"	"Federer"	19.0932673215866
"49"	"Federer"	11.3301060676531
"50"	"Federer"	12.0097979358616
"51"	"Nadal"	21.13670232601
"52"	"Nadal"	26.6321461814368
"53"	"Nadal"	18.6967389702768
"54"	"Nadal"	30.2071541727128
"55"	"Nadal"	23.9252178939496
"56"	"Nadal"	19.8526029705972
"57"	"Nadal"	19.7888770580248
"58"	"Nadal"	27.2134216872291
"59"	"Nadal"	21.6329320430741
"60"	"Nadal"	36.9151775002465
"61"	"Nadal"	37.4442103862748
"62"	"Nadal"	23.9193376660332
"63"	"Nadal"	20.7007857561111
"64"	"Nadal"	23.1498395800591
"65"	"Nadal"	27.3996254444137
"66"	"Nadal"	21.639547018669
"67"	"Nadal"	19.6669005513177
"68"	"Nadal"	24.7160596132235
"69"	"Nadal"	29.706469543984
"70"	"Nadal"	20.7467741709625
"71"	"Nadal"	25.6222443719598
"72"	"Nadal"	23.1392962329264
"73"	"Nadal"	23.6169499485841
"74"	"Nadal"	20.4041185517417
"75"	"Nadal"	16.6291034340829
"76"	"Nadal"	22.812435376647
"77"	"Nadal"	24.0709600210175
"78"	"Nadal"	21.691777408123
"79"	"Nadal"	22.7699866533221
"80"	"Nadal"	23.2973828315735
"81"	"Nadal"	26.5222721393729
"82"	"Nadal"	24.2860256935382
"83"	"Nadal"	43.6155428563652
"84"	"Nadal"	31.5266496658296
"85"	"Nadal"	24.4349876403794
"86"	"Nadal"	39.6227134661895
"87"	"Nadal"	29.3696809768735
"88"	"Nadal"	30.3588357567787
"89"	"Nadal"	33.8775097318576
"90"	"Nadal"	18.6335277676626
"91"	"Nadal"	27.2303668618188
"92"	"Nadal"	26.86360049207
"93"	"Nadal"	28.5411211245082
"94"	"Nadal"	36.5397407531782
"95"	"Nadal"	41.2459047318989
"96"	"Nadal"	34.7414760386018
"97"	"Nadal"	21.3222593784376
"98"	"Nadal"	17.0531674146696
"99"	"Nadal"	39.6170548200607
"100"	"Nadal"	26.973120951654
